 
ARROW100-KIT,Arrow 100 L1 GNSS receiver bundle, The Arrow 100 is a submeter- multi-constellation GNSS receiver designed to be used with any iOS- Android- or Windows device.,  fondriestGNSS:  https://www.fondriest.com/eos-arrow-100-gnss-receivers.htm, 2022-11-03
