Model #, Price, Date
MS3-CFG-HL-13139,2022-08-24,3321.05
MS3-CFG-HL-13140,2022-08-24,3900.0
MS3-CFG-HL-13141,2022-08-24,3900.0
200464,2022-08-24,4123.92
210604,2022-08-24,2938.89
ET56BE-W15E,2022-08-24,2034.46
ET56BT-W14E,2022-08-24,2057.97
RPL10-LPO2W1W1S0X0N0,2022-08-24,4756.33
RPL10-LPO6W4W1S0X0N0,2022-08-24,5718.5
RPL10-LPV6P1W1S0P0X0,2022-08-24,4702.88
RSL10-LSO2W1W1S0X0N0,2022-08-24,3999.0
RSL10-LSO6W4W1S0X0N0,2022-08-24,5237.42
RSL10-LSV2W1W1K1X0X0,2022-08-24,3045.8
RSL10-LSV2W1W1S0X0X0,2022-08-24,2725.08
RSL10-LSV2W5W1S0X0X0,2022-08-24,3045.8
RSL10-LSV6P1W1S0P0X0,2022-08-24,4275.25
RPL10-LXV2W1W1S0X0X0,2022-08-24,2831.99
RPL10-LXV5P2W1S0P1X0,2022-08-24,4061.43
RTR12-RF5P8G5G5A2A2B,2022-08-24,3228.36
RTR12-RJ6P8G5G5B2A2B,2022-08-24,3879.67
RPL10-LXV5X4W1S0X3X0,2022-08-24,3901.07
RSL10-LSV7X6W1E0X0N0,2022-08-24,5023.61
RTL10B1-C1AE0X0000NA,2022-08-24,2778.54
UM3A000020300,2022-08-24,1881.58
UM3A000120300,2022-08-24,2009.21
XT1180-S,2022-08-24,2415.0
XA1180,2022-08-24,1480.0
XA1180-IMG,2022-08-24,1805.0
XT1680S-IMG-C,2022-08-24,3370.0
XT1680SV-IMG-C,2022-08-24,3670.0
XT1680S,2022-08-24,2255.0
XT1680S-IMG,2022-08-24,2790.0
XT1680SV-IMG,2022-08-24,3085.0
FLEX10AND-NK,2022-08-24,495.0
PVQ-00001,2022-08-24,1272.93
SM-T390NZKEXAR,2022-08-24,557.99
SM-T397UZKEXAA,2022-08-24,677.99
SM-T720NZSAXAR,2022-08-24,479.99
SM-T720NZKLXAR,2022-08-24,585.26
SM-T720NZSLXAR,2022-08-24,577.76
SM-T870NZSAXAR,2022-08-24,844.14
SM-T878UZKATMB,2022-08-24,1078.87
SM-T870NZSEXAR,2022-08-24,948.04
SM-T878UZKAVZW,2022-08-24,1057.95
SM-T978UZKAVZW,2022-08-24,1274.2
SM-T970NZKEXAR,2022-08-24,1157.51
SM-T978UZKATMB,2022-08-24,1311.69
SM-T307UZNATMB,2022-08-24,541.84
SM-T307UZNAATT,2022-08-24,323.23
SM-T307UZNASPR,2022-08-24,301.67
SM-T510NZKAXAR,2022-08-24,287.49
SM-T510NZSAXAR,2022-08-24,515.0
SM-T500NZAEXAR,2022-08-24,338.26
93DHN014300L33,2022-08-24,1613.1
93DHN014400L33,2022-08-24,1803.1
93DHN014600L33,2022-08-24,1587.58
93DHN014800L33,2022-08-24,1560.95
HT1-1THFRMGW00,2022-08-24,2375.0
iX65-03000011Y,2022-08-24,951.0
iX65-23000011Y,2022-08-24,1100.0
iX75-03000011B,2022-08-24,1051.0
iX85-03000011Y,2022-08-24,1321.0
iX85-23000011Y,2022-08-24,1470.0
iX105-03000011B,2022-08-24,1500.0
iX105-23000011B,2022-08-24,1648.0
135GL-10B-490,2022-08-24,833.0
311Y-10B5-4A5,2022-08-24,2282.0
311Y-10B7-495,2022-08-24,2515.0
311Y-10B7-4A5,2022-08-24,2615.0
313Y-10B5-495,2022-08-24,2432.0
313Y-10B5-4A5,2022-08-24,2532.0
313Y-10B7-495,2022-08-24,2765.0
313Y-10B7-4A5,2022-08-24,2865.0
592K53-X-C595,2022-08-24,2663.0
592K53-X-C5A5,2022-08-24,2930.0
594K53-X-C495,2022-08-24,2813.0
594K53-X-C595,2022-08-24,2897.0
594K53-X-C5A5,2022-08-24,2997.0
592K50-X-C595,2022-08-24,2313.0
592K50-X-C5A5,2022-08-24,2580.0
594K50-X-C495,2022-08-24,2463.0
594K50-X-C595,2022-08-24,2547.0
594K50-X-C5A5,2022-08-24,2647.0
UEW-2Y-301X,2022-08-24,200.0
UEW-2Y-311T,2022-08-24,200.0
340T-10B5-495,2022-08-24,2415.0
340T-10B5-4A5,2022-08-24,2515.0
340T-10B5-4B5,2022-08-24,2715.0
340T-10B7-495,2022-08-24,2748.0
340T-10B7-4A5,2022-08-24,2848.0
340T-10B7-4B5,2022-08-24,3048.0
340T-10B5-495N,2022-08-24,3315.0
340T-10B5-4A5N,2022-08-24,3415.0
340T-10B5-4B5N,2022-08-24,3615.0
340T-10B7-495N,2022-08-24,3648.0
340T-10B7-4A5N,2022-08-24,3748.0
340T-10B7-4B5N,2022-08-24,3948.0
UEW-2Y-340,2022-08-24,233.0
UEW-2Y-340-N,2022-08-24,300.0
UEW-NFW3-340,2022-08-24,667.0
UEW-NFW3-340-N,2022-08-24,833.0
UEW-2Y-318CR,2022-08-24,167.0
UEW-NFW3-318CR,2022-08-24,417.0
UEW-2Y-310CR,2022-08-24,167.0
UEW-NFW3-310CR,2022-08-24,417.0
UM3A002020300,2022-08-24,1652.0
LI-Q4000-1M000000-MID02,2022-08-24,1398.0
LI-QA00-1M000000-MID02,2022-08-24,1165.0
Q4000-1M00003R,2022-08-24,1990.0
Q4000-1T0000C3,2022-08-24,2041.0
Q4000-A200K000,2022-08-24,1298.0
Q4000-A200K003,2022-08-24,1544.0
Q4010-1T000003,2022-08-24,2290.0
Q4010-A200K003,2022-08-24,1880.0
Q4012-1M0JH000,2022-08-24,1830.0
Q4021-1MADK000,2022-08-24,1663.0
Q4021-1MAMH000,2022-08-24,1663.0
Q4021-1MAMH00N,2022-08-24,1713.0
Q4021-1MAQH00C,2022-08-24,1747.0
Q4021-1TAMH000-U,2022-08-24,1923.0
Q4031-1TADH0CN,2022-08-24,2388.0
Q4071-1MADH000,2022-08-24,2162.0
Q40A0-1TXXX000,2022-08-24,19910.0
Q40F1-1MAQK000,2022-08-24,1857.0
Q40P1-1MAIH000,2022-08-24,1907.0
Q40P1-1MAQK000,2022-08-24,1940.75
Q40P1-1MAUH000,2022-08-24,1907.0
Q40Q1-1MAQH000,2022-08-24,2238.0
Q40Q1-1MD1K000,2022-08-24,2238.0
Q4810-1T00000C,2022-08-24,2256.0
Q48A0-1TXXX000,2022-08-24,2123.0
Q48X0-1MXXX000,2022-08-24,1565.0
Q48X0-1TXXX000,2022-08-24,1798.0
QA10-1M00000N,2022-08-24,1597.0
QA21-1MAMH00N,2022-08-24,1480.0
QA21-1TADH000,2022-08-24,1690.0
QAA0-1MXXX000,2022-08-24,1497.0
QBX0-1MXXX000,2022-08-24,1298.0
Q4040-1T000000,2022-08-24,1875.0
8000-1A0XXXX0,2022-08-24,1307.0
8400-1MDXXXX0,2022-08-24,1872.0
8400-1MSXXXX0,2022-08-24,1813.0
8400-1T0XXXX0H,2022-08-24,1807.0
8400-1T5XXXX0,2022-08-24,1507.0
8401-1MSXXXX0,2022-08-24,2063.0
8401-1T5XXXX0,2022-08-24,1756.0
8401-1TDXXXX0,2022-08-24,2088.0
8410-1MD00000,2022-08-24,1955.0
8410-1MS00000,2022-08-24,1939.0
8420-1MSAMH10,2022-08-24,2055.0
8420-1T0AMH10,2022-08-24,1731.67
8430-1T0DAH10,2022-08-24,1738.89
8440-1T000000,2022-08-24,1655.56
8440-1TPADH10,2022-08-24,2111.0
8440-1TSADH10,2022-08-24,1945.0
8450-1M0AMH10,2022-08-24,1863.0
8450-1T0ADH10,2022-08-24,1830.0
8450-1T0AMH10,2022-08-24,1830.0
8450-1T0AQK10,2022-08-24,1830.0
8800-1T0XXXX0,2022-08-24,1582.0
8800-1T5XXXX0,2022-08-24,1640.0
8810-1MS00000,2022-08-24,2072.0
8810-1T000000,2022-08-24,1707.41
8810-1T5XXXX0,2022-08-24,1640.0
8811-1MS00000,2022-08-24,2280.0
8820-1TSAUH10,2022-08-24,2155.0
Q185-J4KWNND,2022-08-24,2995.0
TB162-0T62UMNG,2022-08-24,3076.0
TB162-0TL2UMNG,2022-08-24,3462.0
TB162-QT62UMNG,2022-08-24,3238.0
TB162-QTL2UMNG,2022-08-24,3392.0
872CR-10B-374,2022-08-24,1165.0
UEW-2Y-872CR,2022-08-24,167.0
313MD-XW5-C5A5,2022-08-24,2682.0
313T-XW5-C595,2022-08-24,2415.0
313T-XW5-C5A5,2022-08-24,2515.0
UEW-2Y-311Y,2022-08-24,200.0
UEW-2Y-313Y,2022-08-24,200.0
524T5-X-C495,2022-08-24,0.0
524T5-X-C595,2022-08-24,0.0
524T5-X-C5A5,2022-08-24,0.0
524K5-X-C495,2022-08-24,0.0
524K5-X-C595,2022-08-24,0.0
524K5-X-C5A5,2022-08-24,0.0
524K7-X-C495,2022-08-24,0.0
524K7-X-C595,2022-08-24,0.0
524K7-X-C5A5,2022-08-24,0.0
301X-105-4A5,2022-08-24,2182.0
301X-105-4B5,2022-08-24,2382.0
301X-107-495,2022-08-24,2415.0
301X-107-4A5,2022-08-24,2515.0
301X-107-4B5,2022-08-24,2715.0
872CR-40B-374,2022-08-24,0.0
301MD-XW5-C495,2022-08-24,2082.0
301MD-XW5-C595,2022-08-24,0.0
301MD-XW5-C5A5,2022-08-24,0.0
SM-T577UZKDN14-3,2022-08-24,0.0
UM3W000000302,2022-08-24,1584.0
UM3W002000302,2022-08-24,1806.0
UM3A000130300,2022-08-24,1642.0
UM3A000121300,2022-08-24,1702.0
UM3A002100100,2022-08-24,1749.0
UM3A002121300,2022-08-24,1924.0
UM3A000030300,2022-08-24,1545.0
UM3A000021300,2022-08-24,1606.0
UMPC0MC660401,2022-08-24,830.0
UMPC0MC660400,2022-08-24,998.0
Q12-H12315-01,2022-08-24,1852.27
QE1-E144A5-A1,2022-08-24,1683.71
MT4310E22D2P27,2022-08-24,1353.0
Q-VIII-MSRIDT,2022-08-24,108.0
8820-1T0AMH11,2022-08-24,1882.0
84M0-0A00MH20,2022-08-24,1282.0
8410-0A000000,2022-08-24,1282.0
Q4000-1M00000L,2022-08-24,1774.0
Q40Q1-1TAQK000,2022-08-24,2498.0
Q4031-1MAQK0CN,2022-08-24,2128.0
QK10-JA3KWQN,2022-08-24,1639.0
QK3400MNNNNNN,2022-08-24,2315.0
BUN-QK3800MNWNNNN-SAV02,2022-08-24,2440.0
RT10W-L00-17C12E0F,2022-08-24,2722.64
RT10W-L10-17C12E0F,2022-08-24,3179.61
RT10W-L10-17C12S0E,2022-08-24,3185.48
AM22Z4DAXDBX,2022-08-24,2718.0
AM22Z4QAXDXX,2022-08-24,2848.0
AM22Z4QAXDXH,2022-08-24,2897.0
AM2OZ4QAXDXX,2022-08-24,2937.0
AM2OZ4QAXDBX,2022-08-24,3006.0
AM2OZ4QAXDBS,2022-08-24,3155.0
AM2OZ4QA5DBX,2022-08-24,3205.0
AM22T4QAXDBX,2022-08-24,3217.0
AM2OT4QAXDXX,2022-08-24,3237.0
AM2OZ4DA5FBX,2022-08-24,3305.0
AM2OT4QAXDBX,2022-08-24,3306.0
AM2OZ4DA5JBX,2022-08-24,3355.0
AM2OZ4QAX9XX,2022-08-24,3386.0
AM2OZ4DA53BX,2022-08-24,3435.0
AM2OT4QA5DXX,2022-08-24,3436.0
AM2OT4QAXDBS,2022-08-24,3455.0
AM2OZ4QAX9BX,2022-08-24,3455.0
AM2OZ4DA54BX,2022-08-24,3456.0
AM2OZ4QA7DXX,2022-08-24,3466.0
AM4OT4QAXDXX,2022-08-24,3486.0
AM2OZ4QAXBXX,2022-08-24,3487.0
AM2OZ4QA7DBX,2022-08-24,3535.0
AM4OZ4DA5FBX,2022-08-24,3554.0
AM4OT4QAXDBX,2022-08-24,3555.0
AM2OZ4QAXBBX,2022-08-24,3556.0
AM2OT4QAXDXE,2022-08-24,3585.0
AM4OZ4DA5JBX,2022-08-24,3604.0
AM2OT4QAXDBE,2022-08-24,3654.0
AM2OT4QAX9BX,2022-08-24,3755.0
AM2OZ4QA7DDX,2022-08-24,3784.0
AM4OZ4DA5ABX,2022-08-24,3784.0
AM2OT4QAXBXX,2022-08-24,3787.0
AM4OT4QA5DBH,2022-08-24,3803.0
AM2OT4QA7DBX,2022-08-24,3835.0
AM2OZ4QAXBXE,2022-08-24,3835.0
AM2OT4QAXBBX,2022-08-24,3856.0
AM2OZ4QAXBBE,2022-08-24,3904.0
AM2OT4QAXBXC,2022-08-24,3986.0
AM2OT4QAXBBS,2022-08-24,4005.0
AM2OZ4QA7BXX,2022-08-24,4016.0
AM4OT4QAXBXX,2022-08-24,4036.0
AM2OT4QAXBBC,2022-08-24,4055.0
AM2OZ4QA7BBX,2022-08-24,4085.0
AM4OT4QAXBBX,2022-08-24,4105.0
AM2OT4QA9DXS,2022-08-24,4114.0
AM2OT4QA9DBS,2022-08-24,4183.0
AM4OT4QAXBBS,2022-08-24,4254.0
AM4OT4QA5BBX,2022-08-24,4304.0
AM4OT6QAXBXX,2022-08-24,4336.0
AM4OT6DA5ABX,2022-08-24,4384.0
AM4OT6QAXBBX,2022-08-24,4405.0
AM2OT4QA9BXX,2022-08-24,4515.0
AM2OT4QA9BBX,2022-08-24,4584.0
AM4OT4QA7BBX,2022-08-24,4634.0
AM4OT6QA9BXX,2022-08-24,5064.0
AM4OT6QA9BBX,2022-08-24,5133.0
AM22E4DAXDXX,2022-08-24,2749.0
AM22E4QAXXXX,2022-08-24,2948.0
AM2OE4QAX3XX,2022-08-24,3466.0
AM32F4QAXDBX,2022-08-24,3466.0
AM42F4QAXDBX,2022-08-24,0.0
AM3OE6QA5DXX,2022-08-24,3685.0
AM52F4QAXDXX,2022-08-24,3697.0
AM52F4QAXDBX,2022-08-24,3766.0
AM22G4QAXDBX,2022-08-24,3767.0
AM52F6DAXDXX,2022-08-24,3798.0
AM52F6DAXXXX,2022-08-24,3798.0
AM32G4QAXDBX,2022-08-24,3916.0
AM52F6QAXDXX,2022-08-24,3997.0
AM52G4QAXDBX,2022-08-24,4216.0
FP21Z4JA1DXX,2022-08-24,2579.0
FP27Z4JA1DXX,2022-08-24,2638.0
FP2BZ4JA4KXX,2022-08-24,2678.0
FP21Z4TA1DXX,2022-08-24,2828.0
FP21Z4JA1DCX,2022-08-24,2828.0
FP21Z4JA1DMX,2022-08-24,2878.0
FP41Z4JA1KXX,2022-08-24,2927.0
FP27Z4JA1DMX,2022-08-24,2937.0
FP27T4JA1DXX,2022-08-24,2938.0
FP27Z4JA1KMX,2022-08-24,3036.0
FP21Z4JA1DHX,2022-08-24,3108.0
FP21Z4JA1BXX,2022-08-24,3108.0
FP21Z4JA1CXX,2022-08-24,3129.0
FP27Z4JA1DHX,2022-08-24,3167.0
FP21T4JA1DMX,2022-08-24,3178.0
FP47T4JA1DXX,2022-08-24,3187.0
FP27Z4JA1CXX,2022-08-24,3188.0
FP41T4JA1KXX,2022-08-24,3227.0
FP41T4JA1DXS,2022-08-24,3277.0
FP21T4JA1DHX,2022-08-24,3408.0
FP21T4JA1CXX,2022-08-24,3429.0
FP47T6JA1DXX,2022-08-24,3487.0
FP27T4JA1CXX,2022-08-24,3488.0
FP21Z4JA1DNS,2022-08-24,3506.0
FP27T4JA1CXS,2022-08-24,3637.0
FP31Z4TA1DHS,2022-08-24,3655.0
FP41T4JA1BXX,2022-08-24,3657.0
FP37T6JA1DMX,2022-08-24,3686.0
FP27Z4JA1CHX,2022-08-24,3717.0
FP21T6JA1CXX,2022-08-24,3729.0
FP47T4JA1CXX,2022-08-24,3737.0
FP21T4JA1CMS,2022-08-24,3877.0
FP41T4TA1BXX,2022-08-24,3906.0
FP27T4JA1CMS,2022-08-24,3936.0
FP21T4TA1BMX,2022-08-24,3956.0
FP31T6JA1DHS,2022-08-24,4006.0
FP27T4JA1CHX,2022-08-24,4017.0
FP31Z4TA1BHX,2022-08-24,4035.0
FP47T6JA1CXX,2022-08-24,4037.0
FP41Z4TA1CHX,2022-08-24,4156.0
FP47T6JA1DHS,2022-08-24,4165.0
FP21T6JA1BSX,2022-08-24,4256.0
FP51T4TA1CCX,2022-08-24,4376.0
FP47T6JA1CHX,2022-08-24,4566.0
FP47T6JA1CHS,2022-08-24,4715.0
KP21T4VAXKXX,2022-08-24,2799.0
KP27T4VAXKXX,2022-08-24,2858.0
KP2ET4VAXKXX,2022-08-24,2868.0
KP2CT4VAXKXX,2022-08-24,2927.0
KP41T4VAXKXX,2022-08-24,3048.0
KP4CT4VAXKXX,2022-08-24,3176.0
KP41T4VAXKXS,2022-08-24,3197.0
KP4CT4VAXKXS,2022-08-24,3325.0
KP41T6VAXKXX,2022-08-24,3348.0
KP27T4VAXCXX,2022-08-24,3387.0
KP27T4VAXKXF,2022-08-24,3387.0
KP2CT4VAXCXX,2022-08-24,3456.0
KP2CT4VAXKXF,2022-08-24,3456.0
KP4CT6VAXKXX,2022-08-24,3476.0
KP21T4VAXCIX,2022-08-24,3517.0
KP27T4VARKXX,2022-08-24,0.0
KP27T4VA2KXX,2022-08-24,3557.0
KP41T4VAXKXF,2022-08-24,3577.0
KP41T4VAXCXS,2022-08-24,3726.0
KP47T4VARKXX,2022-08-24,0.0
KP47T4VA2KXX,2022-08-24,0.0
KP4CT4VAXCXS,2022-08-24,3854.0
KP31T4WARKXX,2022-08-24,0.0
KP31T4WA2KXX,2022-08-24,0.0
KP27T4VAXCXF,2022-08-24,3916.0
KP47T6VAXCXX,2022-08-24,3936.0
KP2CT4VAXCXF,2022-08-24,3985.0
KP4CT6VAXCXX,2022-08-24,4005.0
KP41T6VARKXX,2022-08-24,0.0
KP41T6VA2KXX,2022-08-24,0.0
KP27T4VAXCXN,2022-08-24,4065.0
KP51T6VAXCXX,2022-08-24,4077.0
KP27T4VARKXF,2022-08-24,0.0
KP27T4VA2KXF,2022-08-24,4086.0
KP47T6VARKXX,2022-08-24,0.0
KP47T6VA2KXX,2022-08-24,4106.0
KP2CT4VAXCXN,2022-08-24,4134.0
KP27T4VAJCXX,2022-08-24,4186.0
KP27T4VAACXX,2022-08-24,4186.0
KP5CT6VAXCXX,2022-08-24,4205.0
KP21T4VARCXC,2022-08-24,0.0
KP21T4VA2CXC,2022-08-24,0.0
KP41T4VAXCXN,2022-08-24,4255.0
KP47T6VARKXS,2022-08-24,0.0
KP47T6VA2KXS,2022-08-24,0.0
KP51T4VAXCXF,2022-08-24,4306.0
KP4CT4VAXCXN,2022-08-24,4383.0
KP4ET6WAXCIS,2022-08-24,4533.0
KP47T4VAJCXS,2022-08-24,0.0
KP47T4VAACXS,2022-08-24,4584.0
KP51T6VAXCXF,2022-08-24,4606.0
KP47T6VAXCXN,2022-08-24,4614.0
KP4CT6VAXCXN,2022-08-24,4683.0
KP27T4VAJCXF,2022-08-24,0.0
KP27T4VAACXF,2022-08-24,4715.0
KP47T6VAJCXX,2022-08-24,0.0
KP47T6VAACXX,2022-08-24,4735.0
KP27T4VAJCXN,2022-08-24,0.0
KP27T4VAACXN,2022-08-24,4864.0
KP4ET4VARCXF,2022-08-24,0.0
KP4ET4VA2CXF,2022-08-24,4874.0
KP51T6VAJCXX,2022-08-24,0.0
KP51T6VAACXX,2022-08-24,4876.0
KP47T4VAJCXN,2022-08-24,0.0
KP47T4VAACXN,2022-08-24,5113.0
KP47T6VAJCXN,2022-08-24,0.0
KP47T6VAACXN,2022-08-24,5413.0
KP22M4VA2KXA,2022-08-24,3827.0
TD9PK2DA43XX,2022-08-24,1349.0
TD9PK2DA43XB,2022-08-24,1478.0
TD98L2DA5XXX,2022-08-24,1498.0
TD98L4DA5XXX,2022-08-24,1697.0
TD9PK2DA43X8,2022-08-24,1878.0
TD98L2DA53X8,2022-08-24,2027.0
TD98L4DA53X8,2022-08-24,2226.0
TD98K2DA54C8,2022-08-24,2426.0
TD98Y2DA53XB,2022-08-24,1378.0
TD98Z2DA53XX,2022-08-24,1398.0
TD98Z2DA53X8,2022-08-24,1927.0
TD98Z2GA53X8,2022-08-24,2176.0
TD98Y2DA51XX,2022-08-24,1599.0
TD98Z2DA51XX,2022-08-24,1748.0
TD98Z2DA51X8,2022-08-24,2277.0
TD98Z4DA51X8,2022-08-24,2476.0
UM2EZ4VAXDXX,2022-08-24,2498.0
UM27Z4VAXDXX,2022-08-24,2508.0
UM2EZ4VAXDX3,2022-08-24,2597.0
UM21T4VAXDXX,2022-08-24,2749.0
UM27Z4WAXDXX,2022-08-24,2757.0
UM21Z4VAXDHX,2022-08-24,2978.0
UM21Z4VAX8XX,2022-08-24,2999.0
UM2EZ4VAXDHX,2022-08-24,3027.0
UM22Z4VAXDHX,2022-08-24,3037.0
UM2EZ4VAX8XX,2022-08-24,3048.0
UM22Z4VAX7X3,2022-08-24,3136.0
UM25Z4VAX7X3,2022-08-24,3185.0
UM3ET6VAXDXX,2022-08-24,3247.0
UM21Z4VAM7XX,2022-08-24,3277.0
UM41T6VAXDXX,2022-08-24,3298.0
UM2EZ4VAM7XX,2022-08-24,3326.0
UM2ET4VAX7XX,2022-08-24,3327.0
UM27T4VAX7XX,2022-08-24,3337.0
UM22T4VAX7X3,2022-08-24,3436.0
UM21T4VAX7F3,2022-08-24,3506.0
UM25Z4VAM8FX,2022-08-24,3535.0
UM21T4WAX8XX,2022-08-24,3548.0
UM47T4VAX7XX,2022-08-24,3586.0
UM21Z4WAXAHX,2022-08-24,3656.0
UM41T4WAX8XX,2022-08-24,3797.0
UM41T6VAX8XX,2022-08-24,3848.0
UM4ET6VAX8XX,2022-08-24,3897.0
UM42T6VAX8XX,2022-08-24,3907.0
UM41T4VAX8HX,2022-08-24,4077.0
UM47T6VA1DHX,2022-08-24,4085.0
UM42T4VAX7HX,2022-08-24,4115.0
UM4CT6VA1DHX,2022-08-24,4134.0
UM45T4VAX7HX,2022-08-24,4164.0
UM47T4WAM8H3,2022-08-24,4783.0
UM4CT4WAM7H3,2022-08-24,4811.0
UM4CT4WAM8H3,2022-08-24,4832.0
UM2EZ4VAXDXC,2022-08-24,2747.0
UM2EZ4VAXDHC,2022-08-24,3276.0
UM2BL4JAXDXX,2022-08-24,2549.0
UM4BM4JAXDXX,2022-08-24,3098.0
UM2BM4JAXDLA,2022-08-24,3127.0
UM4BM4JAXDFX,2022-08-24,3227.0
UM4BM4JAXDXA,2022-08-24,3247.0
UM22L4VAXAXQ,2022-08-24,3286.0
UM3BM6JAXDXX,2022-08-24,3298.0
UM31L4VAMDFQ,2022-08-24,3375.0
UM3BL4JAXDHA,2022-08-24,3376.0
UM4BM4JAXDFA,2022-08-24,3376.0
UM3BM6JAXDXA,2022-08-24,3447.0
UM3BU6JAXDXX,2022-08-24,3748.0
UM31L4VAMDHQ,2022-08-24,3775.0
UM3BM6JAXDHX,2022-08-24,3827.0
UM3BU6JAXDFX,2022-08-24,3877.0
UM3BU6JAXDXA,2022-08-24,3897.0
UM3BM6JAXDHA,2022-08-24,3976.0
UM3BU6JAXDFA,2022-08-24,4026.0
UM5BU6JAXDXX,2022-08-24,4048.0
UM31L4WACALQ,2022-08-24,4153.0
UM5BU6JAXDFX,2022-08-24,4177.0
UM5BU6JAXDXA,2022-08-24,4197.0
UM51M6VAMDFQ,2022-08-24,4275.0
UM5BU6JAXDFA,2022-08-24,4326.0
UM55U6JAXDFA,2022-08-24,4434.0
UM56U6JAJDFA,2022-08-24,4879.0
Z1C72XDA5ABX,2022-08-24,999.0
Z1C72XDA5GBX,2022-08-24,1098.0
Z1C72XDA5OBX,2022-08-24,1299.0
Z1C72MDA5ABX,2022-08-24,1348.0
Z1C72XDA5RBX,2022-08-24,1398.0
Z1C72MDA5RBX,2022-08-24,1747.0
Z1C72NDA5OBX,2022-08-24,1798.0
Z1CS2XTX5ABX,2022-08-24,899.0
Z1CS2XTX5OBX,2022-08-24,1199.0
Z1CS2MTX5OBX,2022-08-24,1548.0
Z1D72XDA5ABX,2022-08-24,1099.0
29950,2022-08-24,999.0
8011-1AS00000,2022-08-24,1947.0
8400-1MSXXXX1,2022-08-24,1872.0
8400-1TSXXXX0-EZDL,2022-08-24,1917.0
8400-1TSXXXX1,2022-08-24,1838.0
8410-1T00000L,2022-08-24,1890.0
8450-1M0AIH10,2022-08-24,1905.0
8450-1T0AQK12,2022-08-24,2197.0
8850-1T0AQK12,2022-08-24,2288.0
Q-VIII-MIN-AUH,2022-08-24,215.0
Q4030-1M0000CN,2022-08-24,2111.0
Q40A0-A2XXX000,2022-08-24,1580.0
Q40Q1-1MAQK0CN,2022-08-24,2463.0
Q4820-1M000000,2022-08-24,1841.0
Q4831-1MADH000,2022-08-24,2161.0
Q48A0-1MXXX000,2022-08-24,2005.0
QA10-1M00000C,2022-08-24,1630.0
QA21-1MAWH000,2022-08-24,1471.0
943400001,2022-08-24,3185.0
943400012,2022-08-24,3540.0
R1A1A1BHAAXX,2022-08-24,1849.0
R1A1A1DEAAXX,2022-08-24,2249.0
R1A8D0DEAAXX,2022-08-24,1799.0
U1D1A11AAAXX,2022-08-24,1949.0
U1D1A1DEABXX,2022-08-24,2449.0
R1A8D1BHAAXX,2022-08-24,1399.0
R1A8D1DEAAXX,2022-08-24,0.0
AM22T4DAXDXX,2022-08-24,2949.0
AM2OZ4DA5DBX,2022-08-24,3006.0
AM2OZ4QA52DX,2022-08-24,3703.0
AM42T4QAXDDX,2022-08-24,3715.0
AM5OZ4DA54BX,2022-08-24,3905.0
AM2OT4QA5BXX,2022-08-24,3986.0
AM2OT4QA5BBX,2022-08-24,4055.0
AM2OT4DA9BXX,2022-08-24,4316.0
AM2OT4DA9BBX,2022-08-24,4385.0
AM2OT4DA9BBC,2022-08-24,4584.0
AM3OT4QA9KXC,2022-08-24,4412.0
AM2OT4DA9BXC,2022-08-24,4515.0
AM2OT4QA9BXS,2022-08-24,4664.0
AM2OT4QA9BBS,2022-08-24,4733.0
AM3OT6QA9BDX,2022-08-24,5282.0
FL27Z4JA1DXX,2022-08-24,2508.0
FL2BZDJA4KXX,2022-08-24,2548.0
FL21Z4TA1DXX,2022-08-24,2698.0
FL21Z4JA1DCX,2022-08-24,2698.0
FL27T4JA1DXX,2022-08-24,2808.0
FL21Z4JA1SXX,2022-08-24,2848.0
FL21T4JA1DLX,2022-08-24,2878.0
FL21Z4JA1DHX,2022-08-24,2978.0
FL21Z4JA1UXX,2022-08-24,2999.0
FL21TFJA1DXX,2022-08-24,3049.0
FL27Z4JA1UXX,2022-08-24,3058.0
FL21T4JA1DHX,2022-08-24,3278.0
FL21T4JA1UXX,2022-08-24,3299.0
FL21Z4JA1DHV,2022-08-24,3327.0
FL27T4JA1UXX,2022-08-24,3358.0
FL27Z4JA1UHX,2022-08-24,3587.0
FL21T6JA1UXX,2022-08-24,3599.0
FL27T4JA1UHX,2022-08-24,3887.0
FL21T6JA1FSX,2022-08-24,3896.0
FL51T4TA1HCX,2022-08-24,4146.0
FL51TDTA1HCX,2022-08-24,4146.0
FL2BL4JA4DXX,2022-08-24,2549.0
FL2BLRJA4XLX,2022-08-24,2678.0
FL2BL4JA4DXA,2022-08-24,2698.0
FL2BLRJA4DXA,2022-08-24,0.0
FL2BLDJA4DXV,2022-08-24,2898.0
FL21LDJA4DMB,2022-08-24,3047.0
FL2BL4JA4DHX,2022-08-24,3078.0
FL2BM4JA4DLB,2022-08-24,3177.0
FL2BL4JA4DHA,2022-08-24,3227.0
FL2BLDJA4DHA,2022-08-24,3227.0
FL5BM4JA4DXX,2022-08-24,3298.0
FL27L4JA1EMB,2022-08-24,3355.0
FL5BM4JA4DLX,2022-08-24,3427.0
FL5BM4JA4DXA,2022-08-24,3447.0
FL2BLDJA4DNA,2022-08-24,3476.0
FL5BM4JA4DLA,2022-08-24,3576.0
FL5BM6JA4DXX,2022-08-24,3598.0
FL5BM6JA4DLX,2022-08-24,3727.0
FL5BM6JA4DXA,2022-08-24,3747.0
FL5BM6JA4DLA,2022-08-24,3876.0
FL51MFJA1DHB,2022-08-24,4326.0
